pl_hostname,pl_letter,pl_name,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_dens,st_teff,st_mass,st_rad,pl_kepflag,pl_k2flag,st_dist,st_optmag,pl_facility,ra,pl_cbflag,pl_eqt,pl_rade,pl_trandur,pl_ratdor,pl_disc,pl_locale,pl_telescope,pl_instrument,pl_mnum,pl_pelink,pl_edelink,st_lum,st_dens,st_age,st_spstr,st_umbj
BD+15 2375,b,BD+15 2375 b,1,153.22,0.576,0.001,1.061,,4649.0,1.08,8.95,0,0,774.0,10.31,Roque de los Muchachos Observatory,176.482174,0,,,,,2016,Ground,3.58 m Telescopio Nazionale Galileo,HARPS-N Spectrograph,0,http://exoplanet.eu/catalog/bd%2B15_2375_b/,,1.57,,7.41,G5,
BD+14 4559,b,BD+14 4559 b,1,268.94,0.78,0.29,1.04,,4864.0,0.49,0.86,0,0,49.42,9.63,McDonald Observatory,318.399963,0,,,,,2009,Ground,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,0,http://exoplanet.eu/catalog/bd%2B14_4559_b/,http://exoplanets.org/detail/BD_+14_4559_b,,,,K2 V,
K2-185,b,K2-185 b,1,10.616646,,,,,5722.0,0.98,0.91,0,1,270.41,12.215,K2,130.259659,0,,1.313,,26.705693,2018,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,,,,,,,
HN Peg,b,HN Peg b,1,,773.0,,21.9987,,5974.0,1.1,1.04,0,0,18.13,5.95,Spitzer Space Telescope,326.130554,0,,11.777,,,2006,Space,0.85 m Spitzer Space Telescope,IRAC Infrared Array Camera,0,http://exoplanet.eu/catalog/hn_peg_b/,,0.072,,3.1,G0 IV-V,
K2-25,b,K2-25 b,1,3.484552,,0.27,,,3180.0,0.29,0.29,0,1,45.01,15.881,K2,63.273434,0,,3.43,0.0329167,,2015,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,,,-2.076,15.9,,M4.5,
HD 285507,b,HD 285507 b,1,6.0881,0.06,0.09,0.98,,4503.0,0.82,0.69,0,0,45.09,10.267,Fred Lawrence Whipple Observatory,61.755104,0,,,,,2013,Ground,1.5 m Tillinghast Reflector Telescope,TRES Echelle Spectrograph,0,http://exoplanet.eu/catalog/hd_285507_b/,,,,,K4.5 V,
GJ 3470,b,GJ 3470 b,1,3.3366496,0.0355,,0.04373,0.8,3600.0,0.54,0.55,0,0,29.45,12.33,La Silla Observatory,119.774349,0,594,4.57,,13.98,2012,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/gj_3470_b/,http://exoplanets.org/detail/GJ_3470_b,,3.3,,M1.5,
HD 142245,b,HD 142245 b,1,1299.0,2.78,0.0,3.07,,4922.0,3.5,4.63,0,0,97.5,7.63,W. M. Keck Observatory,238.234497,0,,,,,2011,Ground,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_142245_b/,http://exoplanets.org/detail/HD_142245_b,,,,K0,
BD+15 2940,b,BD+15 2940 b,1,137.48,0.539,0.26,1.11,,4796.0,1.1,14.7,0,0,431.61,9.046,McDonald Observatory,240.095566,0,,,,,2013,Ground,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,0,http://exoplanet.eu/catalog/bd+15_2940_b/,,2.01,,7.1,K0,
K2-83,b,K2-83 b,2,2.74697,0.03014,,,,3910.0,0.48,0.42,0,1,125.98,14.514,K2,59.901562,0,,1.244,0.0693333,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,,,,,,,
K2-83,c,K2-83 c,2,9.99767,0.07131,,,,3910.0,0.48,0.42,0,1,125.98,14.514,K2,59.901562,0,,1.483,0.1154167,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,,,,,,,
K2-173,b,K2-173 b,1,5.868699,,,,,5580.0,0.88,0.84,0,1,230.14,12.403,K2,60.37495,0,,1.608,,12.982789,2018,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,,,,,,,
K2-118,b,K2-118 b,1,50.92092,0.245,0.2,,,4726.29,0.76,0.73,0,1,324.7,14.049,K2,132.126892,0,,2.54,,71.82,2017,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,,,,,,,
K2-263,b,K2-263 b,1,50.818947,0.2573,0.14,0.04657,5.7,5368.0,0.88,0.85,0,1,163.23,11.606,K2,129.682388,0,470,2.41,0.1453,64.7,2018,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/k2-263__b/,,-0.26,2.02,7.0,G9 V,
HD 210702,b,HD 210702 b,1,354.1,1.148,0.028,1.808,,4951.0,1.61,4.92,0,0,54.28,5.93,Lick Observatory,332.963867,0,,,,,2007,Ground,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph,0,http://exoplanet.eu/catalog/hd_210702_b/,http://exoplanets.org/detail/HD_210702_b,,,,K1 III,0.73
K2-271,b,K2-271 b,1,8.562421,0.077,,,,5644.0,0.83,0.99,0,1,571.47,13.827,K2,125.223885,0,893,7.28,,20.69,2018,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,,,,2.284,,,
EPIC 246851721,b,EPIC 246851721 b,1,6.180235,0.07229,,3.0,3.1,6202.0,1.32,1.59,0,1,336.7,11.439,K2,78.919746,0,1401,11.781,0.17117,9.8,2018,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/epic_246851721_b/,,0.526,0.465,3.02,F5 V,
K2-174,b,K2-174 b,1,19.562307,0.126,,,,4455.0,0.7,0.68,0,1,100.1,12.424,K2,60.792843,0,455,2.6,0.242,26.6,2018,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,,,,3.21,,,
K2-308,b,K2-308 b,1,3.38628,,,,,6100.0,1.09,1.24,0,1,,14.963,K2,78.339134,0,,9.916,0.12875,7.94,2019,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,,,,,,,
K2-108,b,K2-108 b,1,4.733999,0.0581,,,,5599.0,1.17,1.76,0,1,484.99,12.33,K2,123.381874,0,1360,5.33,,9.86,2017,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/k2-108_b/,,,0.806,,,
2MASS J21402931+1625183 A,b,2MASS J21402931+1625183 A b,1,7336.5,,0.26,20.95,,2300.0,0.08,0.12,0,0,25.0,,W. M. Keck Observatory,325.122159,0,2075,10.31,,,2009,Ground,10 m Keck II Telescope,NIRC2 Camera,0,http://exoplanet.eu/catalog/2m_2140+16_b/,,-3.48,,,M8.5,
WISEP J121756.91+162640.2 A,b,WISEP J121756.91+162640.2 A b,1,,8.0,,22.0,,575.0,0.03,0.09,0,0,10.1,,W. M. Keck Observatory,184.487125,0,450,10.468,,,2012,Ground,10 m Keck II Telescope,NIRC2 Camera,0,http://exoplanet.eu/catalog/wise_1217%2B16_a_b/,,,,6.0,T8.5,
HD 231701,b,HD 231701 b,1,141.63,0.567,0.13,1.13,,6101.0,1.21,1.53,0,0,109.22,8.97,W. M. Keck Observatory,293.017334,0,,,,,2007,Ground,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_231701_b/,http://exoplanets.org/detail/HD_231701_b,0.47,,3.43,F8 V,
alf Tau,b,alf Tau b,1,628.96,1.46,0.1,6.47,,4055.0,1.13,45.1,0,0,20.43,0.85,Multiple Observatories,68.980164,0,,,,,2015,Ground,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/aldebaran_b/,,,,6.6,K5 III,1.92
HD 220197,b,HD 220197 b,1,1728.0,2.729,0.187,0.2,,5683.0,0.91,0.98,0,0,64.53,9.0,Roque de los Muchachos Observatory,350.492859,0,,,,,2018,Ground,3.58 m Telescopio Nazionale Galileo,HARPS-N Spectrograph,0,http://exoplanet.eu/catalog/hd_220197_b/,,,,10.165,G5,
K2-84,c,K2-84 c,2,27.86,0.1768,,,,5652.0,0.95,0.93,0,1,287.23,13.443,K2,55.809273,0,,2.03,0.1920833,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,,,,,,,
K2-84,b,K2-84 b,2,6.4215,0.0665,,,,5652.0,0.95,0.93,0,1,287.23,13.443,K2,55.809273,0,,2.41,0.1170833,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,,,,,,,
HAT-P-23,b,HAT-P-23 b,1,1.21288,,0.11,1.34,,5905.0,0.58,0.96,0,0,368.61,12.432,HATNet,306.123854,0,,12.218,,4.16,2010,Ground,Canon 200mm f/1.8L,2K CCD Sensor,0,http://exoplanet.eu/catalog/hat-p-23_b/,http://exoplanets.org/detail/HAT-P-23_b,,0.92,,G0,
K2-260,b,K2-260 b,1,2.6266657,0.0404,0.0,1.42,0.5,6367.0,1.39,1.69,0,1,676.32,12.689,K2,76.867325,0,1957,17.396,0.17365,5.291,2018,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/k2-260_b/,,,0.4005,1.9,F6 V,
Teegarden's Star,c,Teegarden's Star c,2,11.409,0.0443,0.0,0.00349,,2904.0,0.09,0.11,0,0,3.83,15.08,Calar Alto Observatory,43.253708,0,,,,,2019,Ground,3.5 m telescope,CARMENES,0,http://exoplanet.eu/catalog/teegarden's_c/,,-3.137,,8.0,M7.0 V,
Teegarden's Star,b,Teegarden's Star b,2,4.91,0.0252,0.0,0.0033,,2904.0,0.09,0.11,0,0,3.83,15.08,Calar Alto Observatory,43.253708,0,,,,,2019,Ground,3.5 m telescope,CARMENES,0,http://exoplanet.eu/catalog/teegarden's_b/,,-3.137,,8.0,M7.0 V,
K2-119,b,K2-119 b,1,7.727283,0.0698,,,,4740.0,0.76,0.71,0,1,369.66,14.883,K2,132.009735,0,666,2.53,,19.23,2017,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,,,,2.251,,,
GU Psc,b,GU Psc b,1,,2000.0,,11.3,,,0.33,,0,0,48.0,13.55,Gemini Observatory,18.146006,0,1050,14.179,,,2014,Ground,8.19 m Gemini South Telescope,GMOS Spectrograph,0,http://exoplanet.eu/catalog/gu_psc_b/,,,,0.1,M3,
HD 59686 A,b,HD 59686 A b,1,299.36,1.086,0.05,6.92,,4658.0,1.9,13.2,0,0,96.8,5.442,Lick Observatory,112.951653,0,,,,,2016,Ground,Coude Auxiliary Telescope,Hamilton Echelle Spectrograph,0,http://exoplanet.eu/catalog/hd_59686_a_b/,,,,1.73,K2 III,
K2-120,b,K2-120 b,1,9.562742,0.078,0.14,,,4349.9,0.69,0.67,0,1,289.54,14.045,K2,132.14299,0,,2.01,,24.05,2017,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,,,,,,,
TAP 26,b,TAP 26 b,1,10.79,0.0968,,1.66,,4620.0,1.04,1.17,0,0,147.0,,Multiple Facilities,64.715416,0,,,,,2017,Ground,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/tap_26_b/,,-0.25,,0.017,,
tau Boo,b,tau Boo b,1,3.3124568,0.049,0.011,4.32,,6400.0,1.34,1.46,0,0,15.66,4.5,Roque de los Muchachos Observatory,206.815598,0,,,,,1996,Ground,3.58 m Telescopio Nazionale Galileo,HARPS-N Spectrograph,0,http://exoplanet.eu/catalog/tau_boo_b/,http://exoplanets.org/detail/tau_Boo_b,,,,F7 V,0.04
HD 24040,b,HD 24040 b,1,3668.0,4.92,0.04,3.86,,5802.0,1.11,1.3,0,0,46.68,7.493,W. M. Keck Observatory,57.595699,0,,,,,2006,Ground,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_24040_b/,http://exoplanets.org/detail/HD_24040_b,,,,G0 V,
HD 114762,b,HD 114762 b,1,83.9151,0.36,0.34,10.69,,5869.0,0.8,1.2,0,0,40.23,7.301,Oak Ridge Observatory,198.08226,0,,,,,1989,Ground,1.55 m Wyeth Telescope,CfA Digital Speedometer,0,http://exoplanet.eu/catalog/hd_114762_b/,http://exoplanets.org/detail/HD_114762_b,,,,F8,
K2-272,b,K2-272 b,1,14.453533,0.1081,,,,5419.0,0.81,0.81,0,1,426.57,13.841,K2,132.621124,0,655,2.91,,30.54,2018,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,,,,2.577,,,
K2-121,b,K2-121 b,1,5.185761,0.0525,,,,4551.0,0.72,0.68,0,1,170.37,13.319,K2,126.936722,0,723,7.5,,21.02,2017,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,,,,6.532,,,
K2-175,b,K2-175 b,1,9.525988,,,,,5909.0,1.09,1.42,0,1,249.01,10.836,K2,52.503578,0,,2.038,,11.060886,2018,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,,,,,,,
EPIC 211822797,b,EPIC 211822797 b,1,21.169861,0.131,0.06,,,4148.21,0.66,0.57,0,1,187.19,15.256,K2,130.41037,0,,1.98,,48.67,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/epic_211822797_b/,,,,,M0,
11 Com,b,11 Com b,1,326.03,1.29,0.231,19.4,,4742.0,2.7,19.0,0,0,93.37,4.74,Xinglong Station,185.179276,0,,,,,2007,Ground,2.16 m Telescope,Coude Echelle Spectrograph,0,http://exoplanet.eu/catalog/11_com_b/,http://exoplanets.org/detail/11_Com_b,2.243,,,K0 III,0.79
HAT-P-39,b,HAT-P-39 b,1,3.54387,0.0509,0.0,0.599,0.19,6430.0,1.4,1.62,0,0,642.0,12.422,HATNet,113.758247,0,1752,17.609,0.1745,6.74,2012,Ground,Canon 200mm f/1.8L,2K CCD Sensor,0,http://exoplanet.eu/catalog/hat-p-39_b/,http://exoplanets.org/detail/HAT-P-39_b,0.607,,,,
HD 87646,b,HD 87646 b,1,13.481,0.117,0.05,12.4,,5770.0,1.12,1.55,0,0,135.17,8.0,Apache Point Observatory,151.669861,0,,,,,2016,Ground,2.5m Sloan Digital Sky Survey (SDSS) Telescope,KeckET,0,http://exoplanet.eu/catalog/hd_87646_a_b/,,,,,G,
K2-176,b,K2-176 b,1,5.329439,,,,,5428.0,0.94,0.86,0,1,249.01,12.893,K2,58.269165,0,,1.491,,13.810807,2018,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,,,,,,,
DP Leo,b,DP Leo b,1,10220.0,8.19,0.39,6.05,,13500.0,,0.01,0,0,305.06,,Yunnan Astronomical Observatory,169.316667,1,,,,,2009,Ground,2.4 m Lijiang Station Telescope,6K CCD Mosaic,0,http://exoplanet.eu/catalog/dp_leo_(ab)_b/,,,,,,
HAT-P-34,b,HAT-P-34 b,1,5.45265,,0.44,7.01,,6442.0,4.26,1.73,0,0,251.08,10.162,HATNet,303.195342,0,,15.132,,12.2,2011,Ground,Canon 200mm f/1.8L,2K CCD Sensor,0,http://exoplanet.eu/catalog/hat-p-34_b/,http://exoplanets.org/detail/HAT-P-34_b,,1.15,,,
HD 88133,b,HD 88133 b,1,3.414884,0.0479,0.031,0.2845,,5392.0,1.26,2.2,0,0,73.77,8.01,W. M. Keck Observatory,152.531982,0,,,,,2004,Ground,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_88133_b/,http://exoplanets.org/detail/HD_88133_b,,,,G5,
HD 98736,b,HD 98736 b,1,968.8,1.864,0.226,2.33,,5271.0,0.92,0.93,0,0,32.48,7.93,W. M. Keck Observatory,170.455597,0,,,,,2018,Ground,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_98736_b/,,-0.22,,7.39,G5,
HD 131496,b,HD 131496 b,1,896.0,2.01,0.181,1.8,,4846.0,1.34,4.44,0,0,132.34,7.8,W. M. Keck Observatory,223.345947,0,,,,,2011,Ground,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_131496_b/,http://exoplanets.org/detail/HD_131496_b,,,,K0,
K2-288 B,b,K2-288 B b,1,31.393463,0.164,,,,3341.0,0.33,0.32,0,1,65.72,13.868,Kepler,55.443439,0,226,1.9,0.088,110.2,2018,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/k2-288b_b/,,-1.93,14.2,1.0,M3 V,
WASP-21,b,WASP-21 b,1,4.322482,0.052,0.0,0.3,0.32,5800.0,0.89,1.14,0,0,260.33,11.58,SuperWASP,347.492721,0,,11.99,0.1398,,2010,Ground,Canon 200mm f/1.8L,iKon-L CCD Camera,0,http://exoplanet.eu/catalog/wasp-21_b/,http://exoplanets.org/detail/WASP-21_b,,0.855,12.0,G3 V,
K2-85,b,K2-85 b,1,0.684533,0.01263,,,,4268.0,0.57,0.51,0,1,97.49,12.831,K2,59.464394,0,,1.01,0.0325833,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,,,,,,,
Gl 686,b,Gl 686 b,1,15.5314,0.0917,0.077,0.02089,,3663.0,0.42,0.42,0,0,8.16,9.577,Roque de los Muchachos Observatory,264.47229,0,,,,,2018,Ground,3.58 m Telescopio Nazionale Galileo,HARPS-N Spectrograph,0,http://exoplanet.eu/catalog/gl_686_b/,,-1.553,,,M1,
K2-86,b,K2-86 b,1,8.77683,0.077,,,,5482.0,0.79,0.76,0,1,260.61,13.167,K2,51.552799,0,,1.96,0.1145833,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,,,,,,,
HD 219828,b,HD 219828 b,2,3.83492,0.0507,0.101,0.066,,5807.0,1.18,1.61,0,0,73.27,8.04,La Silla Observatory,349.694733,0,,,,,2007,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_219828_b/,http://exoplanets.org/detail/HD_219828_b,0.42,,5.69,G0 IV,
HD 219828,c,HD 219828 c,2,4682.0,5.79,0.8102,14.6,,5807.0,1.18,1.61,0,0,73.27,8.04,Multiple Facilities,349.694733,0,,,,,2016,Ground,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/hd_219828_c/,,0.42,,5.69,G0 IV,
K2-232,b,K2-232 b,1,11.168454,0.10356,0.258,0.398,,6154.0,1.19,1.16,0,1,131.21,9.899,K2,73.76651,0,1030,11.209,,19.25,2018,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,,,0.238,,1.43,,
HD 195019,b,HD 195019 b,1,18.20132,0.14,0.01,3.98,,5751.0,1.21,1.48,0,0,37.71,6.87,Lick Observatory,307.077637,0,,,,,1998,Ground,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph,0,http://exoplanet.eu/catalog/hd_195019_b/,http://exoplanets.org/detail/HD_195019_b,,,,G3 V/IV,
K2-186,b,K2-186 b,1,41.474219,,,,,5784.0,1.02,0.98,0,1,333.84,12.307,K2,135.334976,0,,3.172,,48.939252,2018,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,,,,,,,
K2-87,b,K2-87 b,1,9.726618,0.094,,,,5747.0,1.16,1.4,0,1,503.6,14.134,K2,66.236221,0,979,7.6,0.19,14.4,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,,,,0.59,,,
HD 209458,b,HD 209458 b,1,3.52474859,,0.0,0.73,,6091.0,1.23,1.19,0,0,48.37,7.632,W. M. Keck Observatory,330.794891,0,,15.581,,8.81,1999,Ground,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_209458_b/,http://exoplanets.org/detail/HD_209458_b,,1.04,,F8,
K2-101,b,K2-101 b,1,14.677286,,0.1,,,4819.0,0.8,0.73,0,1,189.33,12.957,K2,130.344086,0,,2.0,0.1345833,32.5,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/epic_211913977_b/,,-0.595,2.92,0.79,K3,
HD 285968,b,HD 285968 b,1,8.7836,0.066,0.0,0.026,,3679.0,0.45,0.45,0,0,9.47,10.038,La Silla Observatory,70.732407,0,450,,,,2008,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/gj_176_b/,http://exoplanets.org/detail/GJ_176_b,-1.472,,,M2 V,
K2-95,b,K2-95 b,1,10.134016,0.0696,,,,3548.0,0.44,0.42,0,1,180.63,15.498,K2,129.362747,0,383,3.88,,18.27,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/k2-95_b/,,,1.12,,M3.0,
K2-273,b,K2-273 b,1,11.716332,0.0974,,,,5200.0,0.9,0.84,0,1,310.6,13.371,K2,129.777054,0,672,4.42,,6.48,2018,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,,,,0.037,,,
HD 208897,b,HD 208897 b,1,352.7,1.05,0.07,1.4,,4860.0,1.25,4.98,0,0,64.68,6.51,Multiple Observatories,329.748718,0,,,,,2017,Ground,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/hd_208897_b/,,1.09,,,K0,
K2-146,c,K2-146 c,2,4.00498,,0.075,0.02358,3.92,3385.0,0.33,0.33,0,1,79.31,16.248,K2,130.026779,0,,2.19,,,2019,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,,,,13.1,5.0,M3.0 V,
K2-146,b,K2-146 b,2,2.6446,,0.129,0.01816,3.69,3385.0,0.33,0.33,0,1,79.31,16.248,K2,130.026779,0,,2.05,,,2018,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,,,,13.1,5.0,M3.0 V,
K2-88,b,K2-88 b,1,4.6122,0.0345,,,,3537.0,0.26,0.26,0,1,110.91,15.476,K2,54.751598,0,,1.23,0.0432917,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,,,,,,,
eps Tau,b,eps Tau b,1,594.9,1.93,0.151,7.6,,4901.0,2.7,13.7,0,0,49.23,3.54,Okayama Astrophysical Observatory,67.154167,0,,,,,2006,Ground,1.88 m Telescope,HIDES Echelle Spectrograph,0,http://exoplanet.eu/catalog/eps_tau_b/,http://exoplanets.org/detail/epsilon_Tau_b,1.987,,,K0 III,0.87
Pr0211,b,Pr0211 b,2,2.1461,0.03176,0.011,1.88,,5300.0,0.94,0.83,0,0,183.68,12.06,Fred Lawrence Whipple Observatory,130.547882,0,,,,,2012,Ground,1.5 m Tillinghast Reflector Telescope,TRES Echelle Spectrograph,0,http://exoplanet.eu/catalog/pr_0211_b/,http://exoplanets.org/detail/Pr_211_b,,,0.578,,
Pr0211,c,Pr0211 c,2,4850.0,5.5,0.71,7.79,,5300.0,0.94,0.83,0,0,183.68,12.06,Roque de los Muchachos Observatory,130.547882,0,,,,,2016,Ground,3.58 m Telescopio Nazionale Galileo,HARPS-N Spectrograph,0,http://exoplanet.eu/catalog/pr_0211_c/,,,,0.578,,
EPIC 211945201,b,EPIC 211945201 b,1,19.49221,0.1493,,,,6069.0,1.17,1.39,0,0,182.69,10.154,K2,136.573975,0,817,5.76,,35.63,2018,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/epic__211945201_b/,,,2.253,,G0,
TYC 1422-614-1,c,TYC 1422-614-1 c,2,559.3,1.37,0.048,10.0,,4806.0,1.15,6.85,0,0,759.0,10.21,Multiple Observatories,154.277798,0,,,,,2014,Ground,Multiple Telescopes,Multiple Instruments,0,,,1.35,,5.89,,
TYC 1422-614-1,b,TYC 1422-614-1 b,2,198.4,0.69,0.06,2.5,,4806.0,1.15,6.85,0,0,759.0,10.21,Multiple Observatories,154.277798,0,,,,,2014,Ground,Multiple Telescopes,Multiple Instruments,0,,,1.35,,5.89,,
K2-264,b,K2-264 b,2,5.840002,0.05023,,,,3660.0,0.5,0.47,0,1,187.0,15.318,K2,131.358566,0,496,2.231,0.0785,22.84,2018,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/k2-264_b/,,,6.61,,M2.5 V,
K2-264,c,K2-264 c,2,19.660302,0.11283,,,,3660.0,0.5,0.47,0,1,187.0,15.318,K2,131.358566,0,331,2.668,0.1090833,51.3,2018,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/k2-264_c/,,,6.61,,M2.5 V,
K2-104,b,K2-104 b,1,1.974238,0.023,0.09,,,3546.46,0.43,0.49,0,1,190.21,15.149,K2,129.636749,0,,1.96,,9.93,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/epic_211969807_b/,,,,,M2.5e,
K2-102,b,K2-102 b,1,9.915615,,0.1,,,4695.0,0.77,0.71,0,1,189.17,13.2,K2,130.056046,0,,1.3,0.1108333,25.3,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/epic_211970147_b/,,-0.657,3.03,0.79,K5,
gam 1 Leo,b,gam 1 Leo b,1,428.5,1.19,0.144,8.78,,4330.0,1.23,31.88,0,0,38.52,1.98,Bohyunsan Optical Astronomical Observatory,154.993149,0,,,,,2009,Ground,1.8 m Telescope,BOES Echelle Spectrograph,0,http://exoplanet.eu/catalog/gamma_1_leo_b/,http://exoplanets.org/detail/gamma_Leo_A_b,,,,K1 IIIb Fe-0.5,1.0
BD+20 2457,b,BD+20 2457 b,2,379.63,1.05,0.15,55.59,,4259.0,10.83,71.02,0,0,1670.85,9.75,McDonald Observatory,154.18691,0,,,,,2009,Ground,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,0,http://exoplanet.eu/catalog/bd%2B20_2457_b/,http://exoplanets.org/detail/BD_+20_2457_b,,,,K2 II,
BD+20 2457,c,BD+20 2457 c,2,621.99,2.01,0.18,12.47,,4259.0,10.83,71.02,0,0,1670.85,9.75,McDonald Observatory,154.18691,0,,,,,2009,Ground,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,0,http://exoplanet.eu/catalog/bd%2B20_2457_c/,http://exoplanets.org/detail/BD_+20_2457_c,,,,K2 II,
HD 10697,b,HD 10697 b,1,1075.69,2.14,0.1043,6.383,,5600.0,1.13,1.79,0,0,33.15,6.27,W. M. Keck Observatory,26.232603,0,,,,,1999,Ground,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_10697_b/,http://exoplanets.org/detail/HD_10697_b,,,,G5 IV,
K2-100,b,K2-100 b,1,1.673833,0.0296,,,,6168.0,1.23,1.22,0,1,190.04,10.651,K2,129.601257,0,1748,3.59,,7.81,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/k2-100_b/,,,3.217,,G0 V,
V1298 Tau,e,V1298 Tau e,4,60.0,0.308,0.57,,,,1.1,1.34,0,1,108.5,10.116,K2,61.331642,0,492,8.74,0.3104167,51.0,2019,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/v_1298_tau_e/,,,,0.023,K0,
V1298 Tau,d,V1298 Tau d,4,12.4032,0.1083,0.21,,,,1.1,1.34,0,1,108.5,10.116,K2,61.331642,0,845,6.41,0.2329167,17.31,2019,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/v_1298_tau_d/,,,,0.023,K0,
V1298 Tau,c,V1298 Tau c,4,8.24958,0.0825,0.43,,,,1.1,1.34,0,1,108.5,10.116,K2,61.331642,0,968,5.59,0.1941667,13.19,2019,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/v_1298_tau_c/,,,,0.023,K0,
V1298 Tau,b,V1298 Tau b,4,24.1396,0.1688,0.29,,,,1.1,1.34,0,1,108.5,10.116,K2,61.331642,0,677,10.27,0.2675,27.0,2019,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/v_1298_tau_b/,,,,0.023,K0,
